商品ID,品牌,商品名称,商品类别,商品来源,商品URL,商品单价,商品销量,商品月销量,商品评论量,商品参数,卖家名称,卖家所在地,店铺类型,采集日期,采集城市,类目树
2068698,茵特拉根房车酒店,深圳东部华侨城房车酒店双人2日1夜浪漫之旅,团购餐饮,大众点评网,http://t.dianping.com/deal/travel/2068698,872,236,NULL,29,"有效期 2013-12-17至2015-06-30 预约信息 请您提前1天预约 规则提醒 入住时间：15:00以后，退房时间：12:00以前 每张团购券建议2人使用 需缴纳押金，每间500元押金 请您不要携带宠物入内 不建议外宾入住 不再与其他优惠同享 周五入住需另付90元，另付周六入住需另付180元 可升级房型：高级房/家庭房/豪华房，周日至周四入住需另付90元，周五需另付180周六入住需另付270元 如遇元旦、春节等法定节假日及特殊节日，需另付差价，详情请查看商家在线预约链接或致电咨询商家 如遇元旦、春节等法定节假日及特殊节日，需另付差价，详情请查看商家在线预约链接或致电咨询商家 用餐时间：06:30-10:00 特别提示：景区项目可能因天气或其他原因短时间关闭，个别项目开放时间请以景区公示为准 如需补早餐，儿童1.2米（不含）以下50元/人，1.2米（含）以上68元/人。请前往酒店前台自行购买。 如需补套票，东部华侨城大侠谷+茶溪谷+大华兴寺两日游套票，儿童1.2米（不含）以下免费，1.2-1.5米（不含）儿童、65-70岁长者150元/人，1.5米以上儿童300元/人。请自行在景区门口购买。 房间内电话内线免费，市话、长途另外收费，详情请咨询店家。 退改说明 团购券一经验证即代表消费，不可申请""随时退""和""过期自动退""，请您合理安排验证时间 温馨提示 如需团购券发票，请在消费时向验券商户咨询 在您选择“支付宝”支付方式时,部分银行卡可能有支付限额,若遇到此类情况,您可先充值到点评团账户即能轻松支付",茵特拉根房车酒店, ,NULL,2015-04-29 22:11:08,NULL,NULL
2162202,PHUKET  HKT,普吉岛六天休闲浪漫之旅,团购餐饮,大众点评网,http://t.dianping.com/deal/travel/2162202,3,0,NULL,,"使用时间 2014-02-25至2015-12-31 预约信息 至少提前7天预约 使用规则 团购券仅限1人使用 温馨提示 不可与其他优惠同享 如需团购券发票，请在消费时向商户提出 在您选择“支付宝”支付方式时,部分银行卡可能有支付限额,若遇到此类情况,您可先充值到点评团账户即能轻松支付 ·购买前请先咨询旅行社团期及位置情况 。 ·因国际机票价格每段时间随时都会有浮动，具体价格请以咨询旅行社为准。 ·12岁以下小童不占床成人同价，占床+500元/人；12岁以上必须占床，+500元/人。 ·非大陆公民护照、外籍护照客人附加费+500元/人 ·因客人自身原因被中国海关拒绝出境或被目的地国家拒签入境，我社不承担任何责任，所发生费用不予退还。 ·保留具体行程适当调整的权利，客人如需取消行程以内所含项目（景点、膳食等），作自动放弃处理，不退任何费用。 ·境外旅游期间财物请随身保管，车上不可放贵重物品，自由活动期间注意安全； ·东南亚酒店没有官方公布的星级标准，没有挂星制度；行程中所标明的星级标准为泰国当地行业参考标准， 普遍比国内同级酒店略差一点； ·国外度假村是根据规模大小、地理位置及配套设施来定价，无星级参考标准；非官方网站所公布的酒店星级档次，属于该网站自己标准。 ·如遇旅游旺季地接社有权根据酒店实际情况调整入住酒店先后顺序（不减少旅游景点） ·如遇航空公司航班时间临时调整，我社将以实际航班时间安排旅客用餐，但不做任何经济赔偿； ·团队出现单男单女，领队有权安排组合酒店房间住宿，如客人坚持已见，所增加费用自理。 ·为了您的安全，请拒绝陌生人介绍的自费项目，请不要与陌生人搭讪外出，小心因小失大！",PHUKET  HKT, ,NULL,2015-04-29 22:11:08,NULL,NULL
2165471,杜莎夫人蜡像馆,新马泰豪华十日游,团购餐饮,大众点评网,http://t.dianping.com/deal/travel/2165471,3,0,NULL,,"有效期 2014-02-26至2015-12-31 预约 至少提前7天预约 使用须知 团购券仅限1人使用 温馨提示 不可与其他优惠同享 如需团购券发票，请在消费时向商户提出 在您选择“支付宝”支付方式时,部分银行卡可能有支付限额,若遇到此类情况,您可先充值到点评团账户即能轻松支付 购买前请先咨询旅行社团期及位置情况 。 因国际机票价格每段时间随时都会有浮动，具体价格请以咨询旅行社为准。 外籍人士价格另议，18岁以下小童 (不占床+600)，小童占床+1200元；单房差加收1200元(非大假期报价)； 因客人自身原因被中国海关拒绝出境或被目的地国家拒签入境，我社不承担任何责任，所发生费用不予退还。 保留具体行程适当调整的权利，客人如需取消行程以内所含项目（景点、膳食等），作自动放弃处理，不退任何费用。 境外旅游期间财物请随身保管，车上不可放贵重物品，自由活动期间注意安全； 东南亚酒店没有官方公布的星级标准，没有挂星制度；行程中所标明的星级标准为泰国当地行业参考标准， 普遍比国内同级酒店略差一点； 国外度假村是根据规模大小、地理位置及配套设施来定价，无星级参考标准；非官方网站所公布的酒店星级档次，属于该网站自己标准。 如遇旅游旺季地接社有权根据酒店实际情况调整入住酒店先后顺序（不减少旅游景点） 如遇航空公司航班时间临时调整，我社将以实际航班时间安排旅客用餐，但不做任何经济赔偿； 团队出现单男单女，领队有权安排组合酒店房间住宿，如客人坚持已见，所增加费用自理。 为了您的安全，请拒绝陌生人介绍的自费项目，请不要与陌生人搭讪外出，小心因小失大！",杜莎夫人蜡像馆, ,NULL,2015-04-29 22:11:08,NULL,NULL
2165477,圣保罗大教堂,新加坡马来西亚5天魅力之旅,团购餐饮,大众点评网,http://t.dianping.com/deal/travel/2165477,3,2,NULL,,"有效期 2014-02-25至2015-12-31 预约 至少提前7天预约 使用须知 团购券仅限1人使用 温馨提示 不可与其他优惠同享 如需团购券发票，请在消费时向商户提出 在您选择“支付宝”支付方式时,部分银行卡可能有支付限额,若遇到此类情况,您可先充值到点评团账户即能轻松支付 购买前请先咨询旅行社团期及位置情况 因国际机票价格每段时间随时都会有浮动，具体价格请以咨询旅行社为准 此团收客人数不足10人时，本公司会于出发前7个工作日通知取消该行程，您可以选择延期出发、更改线路出行，或退回团款，我司不做任何经济补偿，敬请谅解 18岁小童不占床与成人同价，占床+480元/人。港澳台及外籍护照人士，加收附加费800元/人 因客人自身原因被中国海关拒绝出境或被目的地国家拒签入境，我社不承担任何责任，所发生费用不予退还 保留具体行程适当调整的权利，客人如需取消行程以内所含项目（景点、膳食等），作自动放弃处理，不退任何费用 境外旅游期间财物请随身保管，车上不可放贵重物品，自由活动期间注意安全 东南亚酒店没有官方公布的星级标准，没有挂星制度；行程中所标明的星级标准为泰国当地行业参考标准， 普遍比国内同级酒店略差一点 国外度假村是根据规模大小、地理位置及配套设施来定价，无星级参考标准；非官方网站所公布的酒店星级档次，属于该网站自己标准 如遇旅游旺季地接社有权根据酒店实际情况调整入住酒店先后顺序（不减少旅游景点） 如遇航空公司航班时间临时调整，我社将以实际航班时间安排旅客用餐，但不做任何经济赔偿 团队出现单男单女，领队有权安排组合酒店房间住宿，如客人坚持已见，所增加费用自理 为了您的安全，请拒绝陌生人介绍的自费项目，请不要与陌生人搭讪外出，小心因小失大",圣保罗大教堂, ,NULL,2015-04-29 22:11:08,NULL,NULL
2237533,北国温泉网络预定中心,北国温泉网络预定中心,团购餐饮,大众点评网,http://t.dianping.com/deal/travel/2237533,1,0,NULL,,"有效期 2014-03-28至2017-04-30 预约信息 请您提前2天预约 规则提醒 不再与店内其他优惠同享 商家服务 停车位信息详询商户 温馨提示 如需团购券发票，请在消费时向验券商户索要 在您选择“支付宝”支付方式时,部分银行卡可能有支付限额,若遇到此类情况,您可先充值到点评团账户即能轻松支付",北国温泉网络预定中心, ,NULL,2015-04-29 22:11:08,NULL,NULL
2237542,北国温泉网络预定中心,北国温泉网络预定中心,团购餐饮,大众点评网,http://t.dianping.com/deal/travel/2237542,950,5,NULL,1,"有效期 2014-03-28至2017-07-30 预约信息 请您提前2天预约 规则提醒 不再与店内其他优惠同享 温馨提示 如需团购券发票，请在消费时向验券商户索要 在您选择“支付宝”支付方式时,部分银行卡可能有支付限额,若遇到此类情况,您可先充值到点评团账户即能轻松支付",北国温泉网络预定中心, ,NULL,2015-04-29 22:11:08,NULL,NULL
2263222,又见平遥,又见平遥门票1张,团购餐饮,大众点评网,http://t.dianping.com/deal/travel/2263222,188,130,NULL,14,有效期 2014-04-05至2015-12-31 除外日期 每周一不可用 元旦、春节、圣诞节不可用 预约信息 请您提前1小时预约 规则提醒 不再与店内其他优惠同享 温馨提示 如需团购券发票，请在消费时向验券商户索要,又见平遥, ,NULL,2015-04-29 22:11:08,NULL,NULL
2237018,地铁机场快线,香港地铁2日无限次乘坐地铁卡1张,团购餐饮,大众点评网,http://t.dianping.com/deal/travel/2237018,85,362,NULL,44,使用时间 2014-03-28至2015-12-31 预约信息 至少提前1天预约 预约商户：鹰航国旅 预约电话：0755-25887387 使用规则 团购券仅限1人使用 不可与其他优惠同享 如需团购券发票，请在消费时向商户提出 如需邮寄，商家会帮忙邮寄顺丰快递，邮费由客人到付；,地铁机场快线, ,NULL,2015-04-29 22:11:08,NULL,NULL
2237540,北国温泉网络预定中心,北国温泉网络预定中心,团购餐饮,大众点评网,http://t.dianping.com/deal/travel/2237540,550,6,NULL,,"有效期 2014-03-27至2017-06-18 预约信息 请您提前1天预约 规则提醒 不再与店内其他优惠同享 温馨提示 如需团购券发票，请在消费时向验券商户索要 在您选择“支付宝”支付方式时,部分银行卡可能有支付限额,若遇到此类情况,您可先充值到点评团账户即能轻松支付",北国温泉网络预定中心, ,NULL,2015-04-29 22:11:08,NULL,NULL
2206383,歪脖老母,歪脖老母两日游,团购餐饮,大众点评网,http://t.dianping.com/deal/travel/2206383,238,4,NULL,2,"有效期 2014-03-19至2016-03-01 预约信息 请您提前1天预约 退改说明 团购券一经验证即代表消费，不可申请""随时退""和""过期自动退""，请您合理安排验证时间 温馨提示 如需团购券发票，请在消费时向验券商户咨询",歪脖老母, ,NULL,2015-04-29 22:11:08,NULL,NULL
2243772,北国温泉网络预定中心,北国温泉网络预定中心,团购餐饮,大众点评网,http://t.dianping.com/deal/travel/2243772,700,7,NULL,1,"有效期 2014-03-28至2017-12-31 预约信息 请您提前2天预约，预约保留详情请您咨询商家，改约详情请您咨询商家 适用人数 每张团购券最多2人使用 规则提醒 不再与店内其他优惠同享 温馨提示 须持身份证入住（一人一证） 请您不要携带宠物入内 如需团购券发票，请在消费时向验券商户索要 在您选择“支付宝”支付方式时,部分银行卡可能有支付限额,若遇到此类情况,您可先充值到点评团账户即能轻松支付",北国温泉网络预定中心, ,NULL,2015-04-29 22:11:08,NULL,NULL
2236967,地铁港岛线,香港地铁一日无限次乘坐地铁卡1张,团购餐饮,大众点评网,http://t.dianping.com/deal/travel/2236967,63,654,NULL,86,使用时间 2014-03-28至2015-12-31 预约信息 至少提前1天预约 预约商户：鹰航国旅 预约电话：0755-25887387 使用规则 团购券仅限1人使用 不可与其他优惠同享 如需团购券发票，请在消费时向商户提出 如需邮寄，商家会帮忙邮寄顺丰快递，邮费由客人到付,地铁港岛线, ,NULL,2015-04-29 22:11:08,NULL,NULL
5083506,五台山,太原 五台山佛教朝圣二日游,团购餐饮,大众点评网,http://t.dianping.com/deal/travel/5083506,218,10,NULL,2,团购券有效期:2013-10-17至2016-02-01 必须至少提前3天预约,五台山, ,NULL,2015-04-29 22:11:08,NULL,NULL
2260964,朝天吼漂流,宜昌朝天吼漂流一日游,团购餐饮,大众点评网,http://t.dianping.com/deal/travel/2260964,155,0,NULL,,使用时间 2014-04-11至2015-07-19 预约信息 至少提前1天预约 如需改约请至少提前1天致电商户改约，否则视为会员自动放弃 预约时请发送：“套餐标题”至13329804510，如预约成功，将有专人为您验证团购券 预约商户：宜昌华侨旅行社 预约电话：0717-6921818、18995898138 使用规则 团购券仅限1人使用 本次团购不包含项目：行程当中用餐、以及客人自行消费的其他项目。本次旅行不含旅游意外险，建议客人自行购买 不可与其他优惠同享 如需团购券发票，请在消费时向商户提出,朝天吼漂流, ,NULL,2015-04-29 22:11:08,NULL,NULL
6000090,马来西亚国家英雄纪念碑,泰清新 清迈7日半自由行,团购餐饮,大众点评网,http://t.dianping.com/deal/travel/6000090,3,17,NULL,1,"使用时间 2014-04-21至2016-04-19 预约信息 至少提前7天预约 使用规则 团购券仅限1人使用 不可与其他优惠同享 如需团购券发票，请在消费时向商户提出 团购券一经验证即代表消费成功，不可申请退款，请您合理安排使用时间 在您选择“支付宝”支付方式时,部分银行卡可能有支付限额,若遇到此类情况,您可先充值到点评团账户即能轻松支付",马来西亚国家英雄纪念碑, ,NULL,2015-04-29 22:11:08,NULL,NULL
6034948,吊水壶,吊水湖1日游套票,团购餐饮,大众点评网,http://t.dianping.com/deal/travel/6034948,60,205,NULL,9,使用时间 2014-04-29至2015-11-30 预约信息 至少提前1天预约 预约商户：中国国旅(江南春店) 预约电话：0451-53971905、0451-53971805 使用规则 团购券仅限1人使用 兑票地点：邮政街105号江南国际公寓1303室，兑票时间：08:00-17:00 景点开放时间：08:30-17:00 团购券请于到店时出示 不可与其他优惠同享 如需团购券发票，请在消费时向商户提出 团购券一经验证即代表消费成功，不可申请退款，请您合理安排使用时间,吊水壶, ,NULL,2015-04-29 22:11:08,NULL,NULL
2223211,黄河壶口,西线纯玩儿一日游,团购餐饮,大众点评网,http://t.dianping.com/deal/travel/2223211,310,716,NULL,20,"有效期 2014-03-22至2016-06-18 预约信息 预约商户名：中旅新世纪国际旅行社（西安分公司） 预约电话：029-82584245 请您提前1天预约 规则提醒 每张团购券最多1人使用 每日发团 1.A套餐1.2米以下儿童不占座位免费，1.2以上购买座位票70元，门票自理 B套餐1.2米以下儿童不占座位免费，1.2以上购买座位票200元，门票和住宿自理2. 军官证、学生证、老年证门票优惠按照旅行社协议价退款3. 西安市二环以内（免费接送）详情可咨询商家 退改说明 团购券一经验证即代表消费，不可申请""随时退""和""过期自动退""，请您合理安排验证时间 温馨提示 如需团购券发票，请在消费时向验券商户咨询",黄河壶口, ,NULL,2015-04-29 22:11:08,NULL,NULL
6048488,五台山,太原 五台山2日游,团购餐饮,大众点评网,http://t.dianping.com/deal/travel/6048488,280,19,NULL,,使用时间 2014-05-01至2015-07-16 预约信息 至少提前3天预约 预约商户：新华国旅 预约电话：0351-3789584、0351-2780928 使用规则 团购券仅限1人使用 不可与其他优惠同享 如需团购券发票，请在消费时向商户提出 团购券一经验证即代表消费成功，不可申请退款，请您合理安排使用时间 1）、儿童价（1.2米以下）须补交旅游车位费、导游服务费服，其他费用自理； 2）、全程为散客拼团，出团前一天晚，导游会以电话（或短信）通知参团游客，确认出团集合时间及地点，请您保持手机等联系方式畅通； 3）、统一地点乘车、散团，乘车不分座位号，参团时请认准“晋游行”导游旗； 4）、游客持有效优惠证件的，退差价详情，以旅行社的团队折扣价为依据（非景点挂牌价） 5）、出团当日临时退团的，我们将扣除车费损失；行程中，如因游客自身原因结束行程的，我们只对未产生的景点门票，按旅行社团队折扣价退还。,五台山, ,NULL,2015-04-29 22:11:08,NULL,NULL
6094048,大汗行宫,大汗行宫,团购餐饮,大众点评网,http://t.dianping.com/deal/travel/6094048,150,0,NULL,,使用时间 2014-05-16至2015-11-10 预约信息 至少提前1天预约，如需改约或咨询保留时间请致电商家 使用规则 使用时间：08:30-18:00 使用地点：景区 团购券仅限1人使用 景点电子票不退换，遗失不补 每张门票仅限入场一次 不可与其他优惠同享 如需团购券发票，请在消费时向商户提出,大汗行宫, ,NULL,2015-04-29 22:11:08,NULL,NULL
6048194,五台山,太原 五台山1日游,团购餐饮,大众点评网,http://t.dianping.com/deal/travel/6048194,240,27,NULL,3,"使用时间 2014-05-01至2015-07-17 预约信息 至少提前3天预约 预约商户：新华国旅 预约电话：0351-3789584、0351-2780928 使用规则 团购券仅限1人使用 不可与其他优惠同享 如需团购券发票，请在消费时向商户提出 团购券一经验证即代表消费成功，不可申请退款，请您合理安排使用时间 1）、儿童价（1.2米以下）须补交旅游车位费、导游服务费服，其他费用自理； 2）、全程为散客拼团，出团前一天晚，导游会以电话（或短信）通知参团游客，确认出团集合时间及地点，请您保持手机等联系方式畅通； 3）、统一地点乘车、散团，乘车不分座位号，参团时请认准“晋游行”导游旗； 4）、游客持有效优惠证件的，退差价详情，以旅行社的团队折扣价为依据（非景点挂牌价） 5）、出团当日临时退团的，我们将扣除车费损失；行程中，如因游客自身原因结束行程的，我们只对未产生的景点门票，按旅行社团队折扣价退还。 6）、不含餐费,建议自理25元/人。",五台山, ,NULL,2015-04-29 22:11:08,NULL,NULL
6147689,大雁塔,西安8日游,团购餐饮,大众点评网,http://t.dianping.com/deal/travel/6147689,3,0,NULL,,"使用时间 2014-05-29至2015-05-29 预约信息 至少提前1天预约 预约商户：华通商务旅行社 预约电话：0431-81936701、13674319933 儿童标准 2岁—12岁儿童游客团费含一正座车位及半餐，产生其他费用需游客自理；如需占床所有项目均按成人标准收费 门票优惠标准 持65-69岁的老年证、学生证等者为半价；持70岁以上老年证、军官证、军残证等为免票 使用规则 团购券仅限1人使用 不可与其他优惠同享 如需团购券发票，请在消费时向商户提出 在您选择“支付宝”支付方式时,部分银行卡可能有支付限额,若遇到此类情况,您可先充值到点评团账户即能轻松支付",大雁塔, ,NULL,2015-04-29 22:11:08,NULL,NULL
6081794,要出发旅行网,海尚湾畔度假公寓双人2天1夜海滩之旅含出海捕鱼门票,团购餐饮,大众点评网,http://t.dianping.com/deal/travel/6081794,228,51,NULL,6,"有效期 2014-05-14至2015-05-31 预约信息 请您提前24小时预约 规则提醒 当日15:00后入住，次日12:00前退房 每张团购券最多2人使用 取票地点：巽寮湾美食街3楼01室，取票时间：出海前 需缴纳押金，每间500元押金 请您不要携带宠物入内 不再与其他优惠同享 自2015年4月1日起；出海捕鱼将实行定时发船；每天上午10:00；下午15:00准点发船；过时不候；人数较多时；满一条船即开（10人一船）；凭票上船。取票联系电话：0752-8517611 退改说明 团购券一经验证即代表消费，不可申请""随时退""和""过期自动退""，请您合理安排验证时间 温馨提示 如需团购券发票，请在消费时向验券商户咨询",要出发旅行网, ,NULL,2015-04-29 22:11:08,NULL,NULL
6115857,恰隆寺,经典普吉岛5日4晚游,团购餐饮,大众点评网,http://t.dianping.com/deal/travel/6115857,3,0,NULL,,"使用时间 2014-05-23至2015-05-22 预约信息 至少提前10天预约 预约商户：宝中旅游(时代先锋营业部) 预约电话：0731-84212148、0731-84213148 使用规则 团购券仅限开设1间房间 如遇特殊日期需另补差价，具体详情请咨询商户 团购券仅限1人使用 景点开放时间：24小时 办理入住时需出示身份证件（一人一证） 不可与其他优惠同享 如需团购券发票，请在消费时向商户提出 如会员无法按时赴约，必须至少提前10天改约，否则视为会员自动放弃 本团购券仅限开设标准双人间房型 团购券请于到店时出示 签证信息一定要咨询商家 此单为特价热门优惠单，购买前请咨询商家并且签订协议。 服务监督电话 18607312115 QQ：1330667773 微信号：1330667773 在您选择“支付宝”支付方式时,部分银行卡可能有支付限额,若遇到此类情况,您可先充值到点评团账户即能轻松支付",恰隆寺, ,NULL,2015-04-29 22:11:08,NULL,NULL
6094004,大汗行宫,大汗行宫,团购餐饮,大众点评网,http://t.dianping.com/deal/travel/6094004,238,0,NULL,,使用时间 2014-05-16至2015-11-10 预约信息 至少提前1天预约，如需改约或咨询保留时间请致电商家 使用规则 使用时间：08:30-18:00 使用地点：景区 团购券仅限1人使用 景点电子票不退换，遗失不补 每张门票仅限入场一次 不可与其他优惠同享 如需团购券发票，请在消费时向商户提出,大汗行宫, ,NULL,2015-04-29 22:11:08,NULL,NULL
6293119,大运河森林公园,大运河森林公园,团购餐饮,大众点评网,http://t.dianping.com/deal/travel/6293119,90,531,NULL,79,使用时间 2014-07-11至2015-06-29 预约信息 无需预约，如遇消费高峰时段您可能需要排队 使用规则 不再与店内其他优惠同享 景点开放时间：9：00-18：00 可提供免费停车位 如需团购券发票，请您在消费时向商户提出,大运河森林公园, ,NULL,2015-04-29 22:11:08,NULL,NULL
6454684,天安门广场,北京精品两日游,团购餐饮,大众点评网,http://t.dianping.com/deal/travel/6454684,88,164,NULL,95,"有效期 2014-08-19至2016-10-31 预约信息 预约电话：010—56022608 请您提前1天预约 规则提醒 每张团购券最多1人使用 退改说明 团购券一经验证即代表消费，不可申请""随时退""和""过期自动退""，请您合理安排验证时间 温馨提示 如需团购券发票，请在消费时向验券商户咨询",天安门广场, ,NULL,2015-04-29 22:11:08,NULL,NULL
8343783,九华山庄度假村贵宾楼,九华山庄贵宾楼酒店,团购餐饮,大众点评网,http://t.dianping.com/deal/travel/8343783,598,519,NULL,74,"有效期 2014-11-06至2015-06-30 预约信息 预约电话：010-57100686，18610820004 请您提前1天预约 规则提醒 当日14:00后入住，次日12:00前退房 每张团购券最多2人使用 需缴纳押金，每间200元押金 请您不要携带宠物入内 不再与其他优惠同享 退改说明 团购券一经验证即代表消费，不可申请""随时退""和""过期自动退""，请您合理安排验证时间 温馨提示 如需团购券发票，请在消费时向验券商户咨询 在您选择“支付宝”支付方式时,部分银行卡可能有支付限额,若遇到此类情况,您可先充值到点评团账户即能轻松支付",九华山庄度假村贵宾楼, ,NULL,2015-04-29 22:11:08,NULL,NULL
11272506,那里度假村,北京怀柔那里度假村,团购餐饮,大众点评网,http://t.dianping.com/deal/travel/11272506,368,48,NULL,1,"有效期 2015-03-26至2015-10-15 预约信息 请您提前1天预约 规则提醒 入住时间：12:00以后，退房时间：12:00以前 每张团购券最多2人使用 不再与其他优惠同享 退改说明 团购券一经验证即代表消费，不可申请""随时退""和""过期自动退""，请您合理安排验证时间 温馨提示 如需团购券发票，请在消费时向验券商户咨询",那里度假村, ,NULL,2015-04-29 22:11:08,NULL,NULL
8478629,运河源温泉,运河源温泉酒店,团购餐饮,大众点评网,http://t.dianping.com/deal/travel/8478629,198,173,NULL,39,"有效期 2014-11-21至2015-04-30 每周五、周六不可用 2015-03-21不可用 预约信息 请您提前3天预约，改约详情请您咨询商家 规则提醒 当日14:00后入住，次日14:00前退房 每张团购券最多2人使用 需缴纳押金，每间500元押金 不再与其他优惠同享 商家营业时间：餐饮9:00-14:00，17:00-20:30，客房、足疗24小时，温泉10:00-24:00 房间内床位大小：大床房1.5×1.8米，双人床1.8×1.2米 1.4米（含）以下儿童收取半价，1.4米以上儿童等同成人 如遇特殊日期需另补差额，具体详情请到店咨询商家前台 商家免费提供储物柜，淋浴，沐浴露，一次性牙刷，牙膏，剃须刀，吹风机，擦脸油等 请不要携带宠物入住 退改说明 团购券一经验证即代表消费，不可申请""随时退""和""过期自动退""，请您合理安排验证时间 温馨提示 如需团购券发票，请在消费时向验券商户咨询",运河源温泉, ,NULL,2015-04-29 22:11:08,NULL,NULL
11656218,蟹岛绿色生态度假村,北京蟹岛度假村,团购餐饮,大众点评网,http://t.dianping.com/deal/travel/11656218,948,4,NULL,,"有效期 2015-04-21至2015-05-31 预约信息 预约商户名：途牛 预约电话：400-797-5085 预约时请您提供：产品ID（26691233）、入住日期、姓名、联系电话、券号及密码 请您提前1天预约 规则提醒 入住时间：14:00以后，退房时间：12:00以前 需缴纳押金，每间500元押金 不再与其他优惠同享 退改说明 团购券一经验证即代表消费，不可申请""随时退""和""过期自动退""，请您合理安排验证时间 温馨提示 如需团购券发票，请在消费时向验券商户咨询 在您选择“支付宝”支付方式时,部分银行卡可能有支付限额,若遇到此类情况,您可先充值到点评团账户即能轻松支付",蟹岛绿色生态度假村, ,NULL,2015-04-29 22:11:08,NULL,NULL
11426046,中坤山庄,中坤山庄度假村,团购餐饮,大众点评网,http://t.dianping.com/deal/travel/11426046,478,23,NULL,,"有效期 2015-04-01至2015-06-30 预约信息 请您提前1天预约 规则提醒 入住时间：12:00以后，退房时间：12:00以前 需缴纳押金，每间200元押金 不再与其他优惠同享 退改说明 团购券一经验证即代表消费，不可申请""随时退""和""过期自动退""，请您合理安排验证时间 温馨提示 如需团购券发票，请在消费时向验券商户咨询",中坤山庄, ,NULL,2015-04-29 22:11:08,NULL,NULL
11521128,青龙湖度假村,青龙湖公园湖畔度假村,团购餐饮,大众点评网,http://t.dianping.com/deal/travel/11521128,210,11,NULL,,"有效期 2015-04-09至2015-10-30 预约信息 预约商户名：要出发 预约电话：400-118-1166 请您提前2天预约 规则提醒 入住时间：14:00以后，退房时间：12:00以前 需缴纳押金，每间200元押金 不再与其他优惠同享 超时将加收房费，具体费用以酒店当日挂牌价为准，如需提早入住或晚退房，可电话咨询商家。 退改说明 团购券一经验证即代表消费，不可申请""随时退""和""过期自动退""，请您合理安排验证时间 温馨提示 如需团购券发票，请在消费时向验券商户咨询",青龙湖度假村, ,NULL,2015-04-29 22:11:08,NULL,NULL
319029,北京大学,北京精品二日游,团购餐饮,大众点评网,http://t.dianping.com/deal/travel/319029,68,533,NULL,184,"有效期 2013-08-29至2016-12-08 预约信息 预约电话：010-57127734 ，13366444985 请您提前1天预约 规则提醒 每张团购券最多1人使用 退改说明 团购券一经验证即代表消费，不可申请""随时退""和""过期自动退""，请您合理安排验证时间 温馨提示 如需团购券发票，请在消费时向验券商户咨询",北京大学, ,NULL,2015-04-29 22:11:08,NULL,NULL
8547874,九华山庄美人鱼宫,九华山庄16区,团购餐饮,大众点评网,http://t.dianping.com/deal/travel/8547874,590,753,NULL,87,"有效期 2014-12-01至2015-05-30 预约信息 请您提前1天预约 规则提醒 入住时间：12:00以后，退房时间：12:00以前 需缴纳押金，每间200元押金 不再与其他优惠同享 退改说明 团购券一经验证即代表消费，不可申请""随时退""和""过期自动退""，请您合理安排验证时间 温馨提示 如需团购券发票，请在消费时向验券商户咨询 在您选择“支付宝”支付方式时,部分银行卡可能有支付限额,若遇到此类情况,您可先充值到点评团账户即能轻松支付",九华山庄美人鱼宫, ,NULL,2015-04-29 22:11:08,NULL,NULL
10304986,蟹岛绿色生态度假村,北京蟹岛绿色生态度假村,团购餐饮,大众点评网,http://t.dianping.com/deal/travel/10304986,948,40,NULL,6,"有效期 2015-01-27至2015-06-30 预约信息 预约商户名：同程旅游 预约电话：0512-82209565 请您提前5天预约 规则提醒 当日14:00后入住，次日12:00前退房 不再与其他优惠同享 退改说明 团购券一经验证即代表消费，不可申请""随时退""和""过期自动退""，请您合理安排验证时间 温馨提示 如需团购券发票，请在消费时向验券商户咨询 在您选择“支付宝”支付方式时,部分银行卡可能有支付限额,若遇到此类情况,您可先充值到点评团账户即能轻松支付",蟹岛绿色生态度假村, ,NULL,2015-04-29 22:11:08,NULL,NULL
8424219,运河源温泉,运河源温泉酒店,团购餐饮,大众点评网,http://t.dianping.com/deal/travel/8424219,228,191,NULL,36,"有效期 2014-11-14至2015-04-30 2015-03-21不可用 预约信息 请您提前3天预约，改约详情请您咨询商家 规则提醒 当日14:00后入住，次日14:00前退房 每张团购券最多2人使用 需缴纳押金，每间500元押金 不再与其他优惠同享 商家营业时间：餐饮9:00-14:00，17:00-20:30，客房、足疗24小时，温泉10:00-24:00 房间内床位大小：高级大床房1.5×1.8米，高级双床房1.8×1.2米 1.4米（含）以下儿童收取半价/位，1.4米以上儿童等同成人 如遇特殊日期需另补差额，具体详情请到店咨询商家前台 商家免费提供储物柜，淋浴，沐浴露，一次性牙刷，牙膏，剃须刀，吹风机，擦脸油等 请不要携带宠物入住 退改说明 团购券一经验证即代表消费，不可申请""随时退""和""过期自动退""，请您合理安排验证时间 温馨提示 如需团购券发票，请在消费时向验券商户咨询",运河源温泉, ,NULL,2015-04-29 22:11:08,NULL,NULL
8585324,九华温泉文化主题公园,九华山庄2大1小亲子游,团购餐饮,大众点评网,http://t.dianping.com/deal/travel/8585324,698,144,NULL,25,"有效期 2014-12-04至2015-05-30 预约信息 请您提前1天预约 规则提醒 入住时间：12:00以后，退房时间：12:00以前 需缴纳押金，每间200元押金 不再与店内其他优惠同享 退改说明 团购券一经验证即代表消费，不可申请""随时退""和""过期自动退""，请您合理安排验证时间 温馨提示 如需团购券发票，请在消费时向验券商户咨询 在您选择“支付宝”支付方式时,部分银行卡可能有支付限额,若遇到此类情况,您可先充值到点评团账户即能轻松支付",九华温泉文化主题公园, ,NULL,2015-04-29 22:11:08,NULL,NULL
